Title,Author(s),Published Year,Editions,Avg. Rating,Num. of Ratings
Data Science Strategy for Dummies,['Eugene Dubossarsky'],0,2,5.00,1
A Simple Introduction to Data Science: BOOK TWO (New Street Data Science Basics 2),['Lars Nielsen'],2015,2,3.00,7
Data Science for Transport: A Self-Study Guide with Computer Exercises,['Charles Fox'],0,2,2.67,3
Python Data Science: A Hands-on Guide Beyond the Basics,['Travis Booth'],0,2,0.00,0
Introduction to Machine Learning with Python: A Guide for Beginners in Data Science,"['Daniel Nedal', 'Peters Morgan']",0,2,3.00,1
Mastering Julia - Tackle the Contemporary Challenges of Programming and Data Science with Julia,['Malcolm Sherrington'],2015,2,2.75,8
Machine Learning and Data Science Blueprints for Finance: From Building Trading Strategies to Robo-Advisors Using Python,"['Hariom Tatsat', 'Sahil Puri', 'Brad Lookabaugh']",0,2,4.00,1
Data Science : fondamentaux et études de cas: Machine Learning avec Python et R,"['Michel Lutz', 'Eric Biernat', 'Yann LeCun']",0,1,4.20,5
"Data Analytics and Computer Hacking & Mobile Hacking 3 Bundle Manuscript: Beginners Guide to Learn Data Analytics, Predictive Analytics and Data Science ... (Hacking Freedom and Data Driven Book 7)",['Isaac D. Cody'],0,1,0.00,0
"Jupyter for Data Science: Exploratory analysis, statistical modeling, machine learning, and data visualization with Jupyter",['Dan Toomey'],0,3,2.00,2
XML and Web Technologies for Data Sciences with R,"['Deborah Nolan', 'Duncan Temple Lang']",2013,1,3.00,1
"PYTHON CRASH COURSE: A PRACTICAL BEGINNER'S GUIDE TO LEARN PYTHON IN 7 DAYS OR LESS, INTRODUCING YOU INTO THE WORLD OF DATA SCIENCE, ARTIFICIAL INTELLIGENCE ... AND MACHINE LEARNING, WITH HANDS-ON PROJECT",['Erick Thompson'],0,1,4.33,3
Projekt Perseus: data og science fiction digte,['Klaus Høeck'],1977,1,5.00,1
"Big Data For Business: Your Comprehensive Guide To Understand Data Science, Data Analytics and Data Mining To Boost More Growth and Improve Business.: Volume 2 (Data Analytics Book Series)",['Victor Finch'],0,1,2.50,2
Mothers of Data Science,"['Kate Strachnyi', 'Kristen Kehrer']",0,1,0.00,0
Practical Machine Learning - Real-World Solutions to the Challenges of Data Science,['Sunila Gollapudi'],0,2,3.00,3
A Beginner’s Guide to Getting Your First Data Science Job,['￼Springboard'],0,1,4.50,2
Coffee Break NumPy: A Simple Road to Data Science Mastery That Fits Into Your Busy Life (Coffee Break Python Book 3),"['Christian Mayer', 'Lukas Rieger', 'Zohaib Riaz']",0,2,5.00,1
Data Science Interview Questions And Answers You Must Know To Get Your Dream Job,['Alexander K. Flint'],0,1,4.00,1
Python Programming For Advanced: The Updated Advanced Guide to Master Python Programming Step by Step In A Few Days with Machine Learning and Data Science Resources (Vol. 3),['Bill Steven'],0,2,1.00,1
Analysis of Multivariate Social Science Data,"['David J. Bartholomew', 'Irini Moustaki', 'Fiona Steele']",2008,4,2.60,5
Markets with Memory: The World's First Data Science Book on the Hemp & Cannabis Industry,['Nima Veiseh'],0,3,5.00,1
Basketball Data Science: With Applications in R,"['Paola Zuccolotto', 'Marica Manisera']",0,5,3.00,1
"PYTHON PROGRAMMING: 3 BOOKS IN 1 Learn machine learning, data science and analysis with a crash course for beginners. Included coding exercises for artificial intelligence, Numpy, Pandas and Ipython.",['Jason Test'],0,2,4.33,3
Fundamentals of Data Science: Take the first Step to Become a Data Scientist,['Samuel Burns'],0,2,4.00,1
"Trader Construction Kit: Fundamental & Technical Analysis, Risk Management, Directional Trading, Spreads, Options, Quantitative Strategies, Execution, Position Management, Data Science & Programming",['Joel Rubano'],0,1,0.00,0
The Python Bible Volume 3: Data Science,['Florian Dedov'],0,2,5.00,2
Korean With Kpop: A Complete Beginners Guide to Learning Korean With Kpop backed by Data Science,['Ross Ellison'],0,2,5.00,1
R for Data Science Cookbook,"['Yu-Wei, Chiu (David Chiu)']",0,2,3.00,1
DATA SCIENCE: Simple and Effective Tips and Tricks to Learn Data Science,['Benjamin Smith'],0,1,4.00,1
The Essentials of Data Science: Knowledge Discovery Using R,['Graham J Williams'],0,3,4.00,3
Data Science: Concepts and Practice,"['Vijay Kotu', 'Bala Deshpande']",0,2,4.00,2
Practical Data Science with Hadoop and Spark: Designing and Building Effective Analytics at Scale,"['Ofer Mendelevitch', 'Casey Stella', 'Douglas Eadline']",0,2,3.67,3
Special Edition Data Science Interview Questions Solved in Python and Spark: with Deep Learning and Reinforcement Learning Bonus Questions,['Antonio Gulli'],0,1,5.00,1
"Python Data Science: from Beginner to Experts About Techniques of Data Mining, Big Data Analytics and Science, Python Programming and How to Use Them in Business",['Austin Scratch'],0,1,0.00,0
"Python for Data Science: Master Data Analysis from Scratch, with Business Analytics Tools and Step-by-Step techniques for Beginners. The Future of Machine Learning & Applied Artificial Intelligence",['Jason Callaway'],0,3,3.00,3
Data Science: 2 Books: Data Analytics For Beginners And Markov Models,['Tech World'],0,2,4.00,2
Statistics Essentials for Beginner in Data Science,"['Jay Mishra', 'AI Sciences Publishing']",0,2,0.00,0
Data Science Python: How to Work with Data with Python Programming Language. The Ultimate Guide on What you Need to Know to Work with Data Using Python. (Artificial Intelligence Book 6),['Oliver Soranson'],0,1,5.00,1
"Parallel Computing for Data Science: With Examples in R, C++ and CUDA (Chapman & Hall/CRC The R Series)",['Norman Matloff'],2015,1,3.50,2
Introduction to HPC with Mpi for Data Science,['Frank Nielsen'],2016,1,2.50,2
Python Data Science: Learn the Ethics of Coding in a Day by Taking My Classes (python for beginners Book 2),['Tim Wired'],0,2,0.00,0
Deep Learning Step by Step with Python: A Very Gentle Introduction to Deep Neural Networks for Practical Data Science,['N.D. Lewis'],0,2,3.00,1
Data Science with Microsoft SQL Server 2016,"['Buck Woody', 'Danielle Dean', 'Debraj GuhaThakurta']",0,2,4.50,4
DATA SCIENCE INTERVIEW QUESTION AND ANSWER: - 400 Data Science Questions with more than 200 Questions with solution,['GICGAC ACADEMY'],0,1,0.00,0
Managing Data Science: Effective strategies to manage data science projects and build a sustainable team,['Kirill Dubovikov'],0,2,3.50,2
"Python for Data Analysis: The Best Advanced Handbook to Master Coding, Data Science and Programming with Hands-On Projects and Techniques",['Tony Hacking'],0,2,0.00,0
Machine Learning with Python: A Step by Step Guide for Absolute Beginners to Program Artificial Intelligence with Python. Neural Networks and Data Science from Pre-Processing to Deep Learning,['MARK CODING'],0,1,0.00,0
Leading a Data Driven Organization: A Practical Guide to Transforming Yourself and Your Organization to Win the Data Science Revolution,['Gordon Summers'],0,2,3.50,2
"Machine Learning for Beginners: A Beginner's Guide to Start Out Your Journey With Data Science, Artificial Intelligence, ML and its Algorithms, Deep Learning and Neural Networks From Scratch",['Jason Knox'],0,1,5.00,1
Business Analytics: The Science of Data-Driven Decision Making,['U Dinesh Kumar'],0,1,4.07,28
Exploring Data Science,"['John Mount', 'Nina Zumel', 'Robert I. Kabacoff']",0,1,4.00,1
Data Science Live Book,['Pablo Casas'],0,2,4.14,7
"The Guide to Getting a High Paying Quant Job: Quant Trading, Data Science",['Alexander David'],0,1,5.00,1
"Applied Data Science with Python and Jupyter: Use powerful industry-standard tools to unlock new, actionable insights from your data",['Alex Galea'],0,2,3.50,2
Data Science Programming All-In-One for Dummies,"['John Paul Mueller', 'Luca Massaron']",0,3,0.00,0
Evidence-Based Climate Science: Data opposing CO2 emissions as the primary source of global warming,['Don Easterbrook'],2011,3,0.00,0
MACHINE LEARNING FOR BEGINNERS: A Comprehensive Guide To Algorithms For Machine Learning And Data Science,['William J. Ford'],0,1,4.00,1
Effective Conservation Science: Data Not Dogma,['Peter Kareiva'],0,2,4.00,4
Data Science and Predictive Analytics: Biomedical and Health Applications using R,['Ivo D. Dinov'],0,1,4.00,1
"python crash course: The advanced language of technology. Python programming for AI, data analysis, data science, big data. An intermediate crash course to achieve the best results with automation",['James Taylor'],0,1,0.00,0
"PYTHON: 2 BOOKS in 1: Learn the art of computer programming with the most complete crash course for data science. Master as a pro machine learning, applied artificial intelligence & Arduino in 7 days",['Jason Test'],0,1,5.00,3
Web and Network Data Science: Modeling Techniques in Predictive Analytics,['Thomas W. Miller Jr.'],2014,2,4.00,1
"Python Data Science Essentials: A practitioner’s guide covering essential data science principles, tools, and techniques, 3rd Edition","['Luca Massaron', 'Alberto Boschetti']",0,1,5.00,1
Practical Data Science Cookbook - Second Edition,['Prabhanjan Narayanachar Tattar'],0,3,3.00,1
"Python Machine Learning: The Ultimate Guide for Beginners to Machine Learning with Python, Programming and Deep Learning, Artificial Intelligence, Neural Networks, and Data Science",['Richard Moore'],0,3,0.00,0
"R Data Science Quick Reference: A Pocket Guide to APIs, Libraries, and Packages",['Thomas Mailund'],0,1,4.50,2
"Python Machine Learning: Programming and deep learning for beginners the crash course for python programming,neural networks,artificial intelligence and data science",['Leonard Smith'],0,2,0.00,0
A tu per tu col Machine Learning: L’incredibile viaggio di un developer nel favoloso mondo della Data Science,['Alessandro Cucci'],0,1,5.00,1
Java for Data Science,"['Richard Reese', 'Jennifer L. Reese']",0,3,4.00,2
"python programming for beginners: The simplified beginner’s guide to learn basics Python computer language, coding project, data science, data analytics and learn machine learning. Exercises inside.",['Matthew Python'],0,1,3.50,2
The Digital Cell: Cell Biology as A Data Science,['Stephen J. Royle'],0,1,0.00,0
Analytical Skills for AI and Data Science: Building Skills for an AI-Driven Enterprise,['Daniel Vaughan'],0,1,2.00,1
Marketing Data Science: Modeling Techniques In Predictive Analytics With R And Python,['Thomas W. Miller'],0,1,3.50,2
Data Science with Python: Combine Python with machine learning principles to discover hidden patterns in raw data,"['Rohan Chopra', 'Aaron England', 'Mohamed Noordeen Alaudeen']",0,2,2.00,1
"Functional Programming in R: Advanced Statistical Programming for Data Science, Analysis and Finance",['Thomas Mailund'],0,2,5.00,1
Automated Time Series Forecasting Made Easy with R: An intuitive Step by Step Introduction for Data Science,['N.D. Lewis'],0,2,3.50,2
"Data Analytics and Linux Operating System 2 Bundle Manuscript. Beginners Guide to Learn Data Analytics, Predictive Analytics and Data Science with Linux ... (Hacking Freedom and Data Driven Book 9)",['Isaac D. Cody'],0,1,0.00,0
Data Science Foundations Tools and Techniques: Core Skills for Quantitative Analysis with R and Git,['Michael Freeman'],0,1,5.00,1
"What do they ask in Top Data Science Interview Part 2: Amazon, Accenture, Sapient, Deloitte, and BookMyShow","['TheDataMonk', 'The DataMonk']",0,1,4.00,2
Dark Data & Dark Social: The Promising Problem Children of Big Data and Data Science (New Street Data Science Basics Book 4),['Lars Nielsen'],0,1,3.00,4
Quantitative Social Science Data with R: An Introduction,['Brian J Fogarty'],0,4,4.00,1
PYTHON FOR DATA SCIENCE: The Practical Beginner's Guide to Learn Python Data Science in One Day Step-By-Step (#2020 updated version | Effective Computer Programming),['Steve Tudor'],0,2,4.00,1
The Essentials of Data Science: Knowledge Discovery Using R (Chapman & Hall/CRC The R Series),['Graham J. Williams'],0,1,0.00,0
"Business Intelligence: The Ultimate Guide to BI, Artificial Intelligence, Machine Learning, Big Data, Cybersecurity, Data Science, and Predictive Analytics",['Richard Hurley'],0,1,4.50,2
"Programming for Data Science: 4 Books in 1. The Complete Beginners Guide you Can’t Miss to Master the Era of the Data Economy, using Python, Java, SQL Coding",['Erick Thompson'],0,1,4.75,4
Building Data Science Teams: Finding and Organizing the Right People,['Paco Nathan'],0,1,0.00,0
"The Educational Leader's Guide to Improvement Science: Data, Design and Cases for Reflection","['Robert Crow', 'Brandi Nicole Hinnant-Crawford', 'Dean T. Spaulding']",0,1,5.00,1
"Data Science con Python: dalle stringhe al machine learning, le tecniche essenziali per lavorare sui dati",['Dmitry Zinoviev'],0,1,3.50,2
Data Science from Scratch: Intermediate guide for learning Data science and master it like a pro,['Samuel Harris'],0,1,2.33,3
Latest Designing and Implementing a Data Science Solution on Azure (DP-100) Exam Questions and Answers,['Eloic Dumps'],0,1,4.00,2
R Graphics Essentials for Great Data Visualization: +200 Practical Examples You Want to Know for Data Science,['Alboukadel Kassambara'],0,1,5.00,2
"Parallel Computing for Data Science: With Examples in R, C++ and Cuda",['Norman Matloff'],0,2,4.67,3
"Data Analytics For Businesses 2019: How to Master Data Science with Optimized Marketing Strategies using Data Mining Algorithms, Big Data for Business and Machine Learning",['Edward Brown'],0,2,3.00,1
Python Data Science: The Ultimate and Complete Guide for Beginners to Master Data Science with Python Step By Step (Data Science Mastery Book 3),['Andrew Park'],0,3,0.00,0
SPSS Essentials: Managing and Analyzing Social Sciences Data,['John T. Kulas'],2008,2,3.50,2
Data Science: Main Principles,['Nicholas Brown'],0,1,3.50,4
Practical Data Science for Information Professionals,['David Stuart'],0,1,4.00,1
PYTHON FOR DATA SCIENCE: The Ultimate Beginners’ Guide to Learning Python Data Science Step by Step,['Mr Ethan Williams'],0,1,0.00,0
"Python for Data Science: The Ultimate Beginners’ Guide to Data Science, Predictive Analytics, Statistics, and Machine Learning",['Zed Fast'],0,2,0.00,0
97 Things About Ethics Everyone in Data Science Should Know: Collective Wisdom from the Experts,['Bill Franks'],0,1,2.00,1
"PYTHON FOR DATA ANALYSIS: A PRACTICAL GUIDE YOU CAN’T MISS TO MASTER DATA USING PYTHON. KEY TOOLS FOR DATA SCIENCE, INTRODUCING YOU INTO DATA MANIPULATION, DATA VISUALIZATION, MACHINE LEARNING.",['Erick Thompson'],0,1,4.50,4
100 Python Questions to crack Data Science/Analyst Interview,['TheDataMonk'],0,1,3.00,1
Data Science for Business,['William Jayden'],0,1,0.00,0
"Python For Data Science: The Ultimate Guide to Learn Data Analysis, Visualization and Mining with Pandas, NumPy, IPython and Scikit-Learn",['Mark Graph'],0,2,0.00,0
Big Data Science in Finance,"['Irene Aldridge', 'M Avellaneda']",0,3,0.00,0
Analysis of Longitudinal Data (Oxford Statistical Science Series Book 25),"['Peter J. Diggle', 'Patrick Heagerty', 'Kung-Yee Liang']",1994,6,4.18,17
Frontiers in Data Science,"['Matthias Dehmer', 'Frank Emmert-Streib']",0,4,0.00,0
Statistics (The Easier Way) With R: An informal text on applied statistics and data science,['N M Radziwill'],0,1,4.00,2
Quantitative Analysis for System Applications: Data Science and Analytics Tools and Techniques,['Daniel McGrath'],0,1,4.50,2
Practical DataOps: Delivering Agile Data Science at Scale,['Harvinder Atwal'],0,1,5.00,1
"Python for Data Science: how to learn basic contents to work with data with this programming language with this beginner’s guide. Machine learning tools, concepts, and data analysis crash course.",['Matthew Arduino'],0,1,0.00,0
Clark's Tables Science Data Book,['Oliver & Boyd'],0,1,3.00,1
"Machine Learning for Signal Processing: Data Science, Algorithms, and Computational Statistics",['Max A Little'],0,3,0.00,0
"Python Programming: The Crash Course for Python Projects – Learn the Secrets of Machine Learning, Data Science Analysis and Artificial Intelligence. Introduction to Deep Learning for Beginners",['sivakumar munusami'],0,1,0.00,0
"Machine Learning Programming: 2 Books in 1: Machine Learning for Beginners, Machine Learning Mathematics. An Introduction Guide to Understand Data Science Through the Business Application",['Samuel Hack'],0,1,5.00,1
"Python: 2 Books in 1: Data Science and Programming. The Ultimate 7 Days Crash Course for Beginners to Learn Coding, Machine Learning and Data Analysis with a Step-by-Step Guide and Hands-On Exercises",['Tony Hacking'],0,1,0.00,0
Data Science Jobs: Career Guide for Students & Professionals,['Ann Rajaram'],0,1,4.00,2
"Python Programming: The Crash Course for Absolute Beginners - Master the Art of Python Coding for Machine Learning, Data Science & Artificial Intelligence ... + Exercises (computer programming Book 1)",['Mike Cowley'],0,1,3.00,1
"Artificial Intelligence Business: Artificial Intelligence a modern approach. Data Science, Data analytics and ML applied in Healthcare, Marketing for Real World. Successful business tools in Practice",['Jeff Mc Frockman'],0,1,1.00,1
Python for Data Analysis: Master Deep Learning with Python Language and Become Great at Programming Python for Beginners with Hands-on Project,['Paul Jamsey'],0,2,3.33,3
"Data Science Thinking: The Next Scientific, Technological and Economic Revolution",['Longbing Cao'],0,3,3.00,1
Big Data et Machine Learning: Les concepts et les outils de la data science,"['Pirmin Lemberger', 'Marc Batty', 'Médéric Morel']",0,5,3.00,6
Apache Spark 2.x Cookbook: Cloud-ready recipes for analytics and data science,['Rishi Yadav'],0,1,0.00,0
"Python Machine Learning: The Ultimate and Complete Guide for Beginners on Data Science and Machine Learning with Python (Learning Technology, Principles, and Applications)",['Kevin Cooper'],0,2,0.00,0
"Python Data Science: How to Learn Step by Step Programming, Data Analytics, and Coding Essentials Tools",['Tony Hacking'],0,2,3.00,2
"Data Science: What You Need to Know About Data Analytics, Data Mining, Regression Analysis, Artificial Intelligence, Big Data for Business, Data Visualization, Database Querying, and Machine Learning",['Richard Hurley'],0,2,0.00,0
Quantitative Social Science Data with R,['Brian J Fogarty'],0,2,4.00,1
Big Data Science & Analytics: A Hands-On Approach,"['Arshdeep Bahga', 'Vijay Madisetti']",0,1,4.00,5
python machine learning: Python for Beginners to Learn New Techniques Complete guide for data analytics Exercise tricks &Tips to Learn Faster Computer ... How to Master Python for Data Science,['tony f. charles'],0,1,3.50,2
DATA SCIENCE FROM SCRATCH: From Data Visualization To Manipulation. It Is The Easy Way! All You Need For Business Using The Basic Principles Of Python And Beyond [REVISED & EXPANDED EDITION],['William Gray'],0,2,0.00,0
R for Data Science: Essential Tools for Working with Data and Statistics,"['Max Beerbohm', 'Moaml Mohmmed']",0,1,0.00,0
Thoughtful Data Science: Working with data by creating visually intuitive insights with Jupyter and Pixiedust,['David Taieb'],0,1,5.00,1
Data Science in the Cloud with Microsoft Azure Machine Learning and Python,['Stephen F. Elston'],0,1,3.00,3
"Python Programming: The Ultimate Advanced Guide to Master Your Data Analytics, Data Science and Coding Ability Beyond the Basics",['Tony Hacking'],0,2,5.00,1
python data analytics: how to learn data science and use machine learning introduction to deep learning to master python for beginners,['tony f. charles'],0,2,0.00,0
"Python for Beginners: Start Right Now to Learn Computer Programming with the Best Crash Course. Improve your Skills with Machine Learning, Data Analysis and Data Science",['Ben Chan'],0,2,0.00,0
Executive Data Science,['Roger D. Peng'],0,1,4.33,3
Data Science: guida ai principi e alle tecniche base della scienza dei dati,['Sinan Ozdemir'],0,1,4.00,2
"Machine Learning with Python: An Advanced Guide to Go Deep into Artificial Intelligence. Tools, Tips and Tricks for Going into Data Science and Data Analysis using Python and TensorFlow",['Russel R. Russo'],0,1,0.00,0
"Machine Learning: 3 Books in 1: Python Programming, Data Science, Computer Networking for Beginners. Master the Mathematics of Machine Learning & Applied Artificial Intelligence",['Jason Callaway'],0,4,5.00,1
Python for Beginners: The Ultimate Crash Course to Learn Python in One Week with Step-by-Step Guidance and Hands-On Exercises (Data Science Mastery Book 1),['Andrew Park'],0,1,0.00,0
Data Science for Modern Manufacturing,['Li Ping Chu'],0,1,4.00,2
"The Real Work of Data Science: Turning Data Into Information, Better Decisions, and Stronger Organizations","['Ron S Kenett', 'Thomas C Redman']",0,1,5.00,1
"Machine Learning 2020: The Ultimate Guide to Data Science, Artificial Intelligence, and Neural Networks in Modern Business and Marketing Applications.",['Bill Hanson'],0,1,3.50,4
Intelligent Techniques for Data Science,"['Rajendra Akerkar', 'Priti Srinivas Sajja']",0,2,4.00,1
"Analytics, Data Science, & Artificial Intelligence: Systems for Decision Support","['Ramesh Sharda', 'Dursun Delen', 'Efraim Turban']",0,2,4.00,2
Machine Learning Algorithms: A reference guide to popular algorithms for data science and machine learning,['Giuseppe Bonaccorso'],2017,5,3.30,10
2016 Data Science Salary Survey,"['John King', 'Roger Magoulas']",0,1,3.20,5
"Learn Python by Building Data Science Applications: A fun, project-based guide to learning Python 3 while building real-world apps","['Philipp Kats', 'David Katz']",0,2,0.00,0
Data Science and Classification,['Vladimir Batagelj'],2006,4,2.67,3
Data Analytics: Essentials to master Data Analytics and get your business to the next level,['Scott Harvey'],0,2,0.00,0
Hands-On Devops: Explore the Concept of Continuous Delivery and Integrate It with Data Science Concepts,['Sricharan Vadapalli'],0,1,3.50,2
"Data Science: Learn the What, Where, and How of Data Science",['Sandya Mannarswamy'],2014,1,4.00,2
"Python for Data Analysis: A Complete Crash Course on Python for Data Science to Learn Essential Tools and Python Libraries, NumPy, Pandas, Jupyter Notebook, Analysis and Visualization",['Guido van Smit'],0,2,0.00,0
What Every Manager Should Know About Big Data and Data Science,"['Lars Nielsen', 'noreen burlingame', 'Robert Masters']",0,2,3.00,5
Data Science Strategy for Dummies,['Eugene Dubossarsky'],0,1,0.00,0
"PYTHON PROGRAMMING: 2 book in 1: A complete guide from beginner to intermediate on python machine learning, data science, tools (Computer Programming 5)",['Will Norton'],0,1,0.00,0
Research Methods in the Social Sciences w/Data Bank CD,"['Chava Frankfort-Nachmias', 'David Nachmias']",1995,19,3.43,60
Political Science Abstracts: 1995 Annual Supplement in Three Volumes Volume 2,"['Data Comp Ifi/Plenum Data Company Staff', 'Ifi/Plenum Data Company Staff']",1996,1,2.00,1
"Data, Models, and Decisions: The Fundamentals of Management Science",['Dimitris Bertsimas'],2000,3,4.17,41
the little book of data science,['noreen burlingame'],2012,1,4.00,2
Artificial Intelligence: Machine Learning and Data Science in the 21st Century,['Victor Servings'],0,1,4.25,4
"Python Machine Learning: The ways of Artificial Intelligence. The python machine learning for beginners: programming , data science, and data analysis. Language adapted for newbies",['Mark Wilson'],0,1,5.00,1
Data Science in Education Using R,"['Ryan A Estrellado', 'Emily A Freer', 'Jesse Mostipak']",0,2,4.33,3
Data Science and Big Data Computing: Frameworks and Methodologies,['Zaigham Mahmood'],0,3,3.00,1
"SQL for Marketers: Dominate Data Analytics, Data Science, and Big Data",['Lazy Programmer'],0,1,3.00,3
"Machine Learning for Beginners: A Math Guide to Mastering Deep Learning and Business Application. Understand How Artificial Intelligence, Data Science, and Neural Networks Work Through Real Examples",['Samuel Hack'],0,2,0.00,0
Python for Data Science: Comprehensive Guide of Tips and Tricks using Python Data Science Theories,['Ethan Williams'],0,2,0.00,0
Data Science for Suicide Bombings: Can You Predict the Next Attack?,['Sana Rasheed'],0,2,0.00,0
Machine Learning Algorithms & Markov Models: Supervised and Unsupervised Learning with Python & Data Science 2 Manuscripts in 1 Book,['William Sullivan'],0,1,1.00,1
"Python Data Science: An essential crash course made accessible to start working filled with essential tools, tecniques, concepts that helps you learn Python Data Science",['programming languages project'],0,2,5.00,1
Data Science for Dummies,['Carl  Anderson'],2014,2,0.00,0
Data Science From Scratch using R: Step By Step Guide For Beginners,['Alain Kaufmann'],0,1,0.00,0
Mathematical Problems in Data Science: Theoretical and Practical Methods,"['Li M Chen', 'Zhixun Su', 'Bo Jiang']",2015,2,4.00,1
"Python: Language of the Future: An Introduction to The Basics Coding Language Python for Web Development, Data Science, Analytics, Internet of Things with Examples",['Grant Rawlinson'],0,1,0.00,0
Python Programming for Beginners: Basic Language from Absolute Beginners to Intermediate. Learn Easily and Fast Data Science and Web Development in a Simple and Practical Way Step-by-Step,['MARK CODING'],0,4,0.00,0
Creativity and Data Marketing: A Practical Guide to Data Innovation,['Becky Wang'],0,1,2.50,2
Java: Data Science Made Easy,['Richard M Reese'],0,2,3.00,1
Exam Ref 70-774 Perform Cloud Data Science with Azure Machine Learning,['Paco González'],0,1,0.00,0
"Python for Data Science: 2 Books in 1. A Practical Beginner’s Guide to learn Python Programming, introducing into Data Analytics, Machine Learning, Web Development, with Hands-on Projects",['Erick Thompson'],0,1,5.00,2
Booz Allen Field Guide to Data Science,['Booz Allen Hamilton'],0,1,5.00,1
"MACHINE LEARNING: 3 Books in 1: Master the Mathematics of Applied Artificial Intelligence and Learn the Secrets of Python Programming, Data Science, and Computer Networking",['Jason Callaway'],0,1,4.50,2
Machine Interpretation Of Patterns: Image Analysis And Data Mining,"['Rajat K. De', 'Deba Prasad Mandal', 'Ashish Ghosh']",2010,1,4.00,1
"Ruby: Beginner's Guide for Ruby - Database Programming, Data Science, Data Structures & Algorithms",['Robert Scott'],2015,1,5.00,1
Introduction to Machine Learning with Python: A Guide for Beginners in Data Science,['David James'],0,2,0.00,0
"MACHINE LEARNING WITH PYTHON: Learn the art of Programming with a complete crash course for beginners. Strategies to Master Data Science, Numpy, Keras, Pandas and Arduino like a Pro in 7 days",['Jason Test'],0,1,5.00,2
LEARNING MACHINE: From Data Science to Data Quality: When an Algorithm Includes a Company's Performance in the Digital Age (Artificial Intelligence Book 2),['Tommaso Mazziotti'],0,1,0.00,0
"Data Science, GDPR e LGPD: 20 coisas que você precisa fazer para não ser acusado por maus tratos a dados pessoais (1)",['Debora Reis'],0,1,3.00,1
The Use of Social Science Data in Supreme Court Decisions,"['Rosemary J. Erickson, Ph.D.', 'Rita James Simon', 'Rita J. Simon']",1997,2,4.00,2
Spark for Data Science,"['Bikramaditya Singhal', 'Srinivas Duvvuri']",0,3,0.00,0
Introduction to Data Science for Social and Policy Research: Collecting and Organizing Data with R and Python,['Jose Manuel Magallanes Reyes'],0,5,0.00,0
Data Science 101: with PrimaXL add-in for MS Excel,['James S. Chang'],0,1,3.00,2
"Statistics (the Easier Way) with R, 3rd Ed: an informal text on statistics and data science","['M C Benton', 'N M Radziwill']",0,1,3.00,1
"Icdsmla 2019: Proceedings of the 1st International Conference on Data Science, Machine Learning and Applications","['Amit Kumar', 'Marcin Paprzycki', 'Vinit Kumar Gunjan']",0,1,0.00,0
Probability and Statistics for Data Science: Math + R + Data (Chapman & Hall/CRC Data Science Series),['Norman Matloff'],0,1,0.00,0
"Python for Data Science: Master Data Analysis from Scratch, with Business Analytics Tools and Step-by-Step Exercises for Beginners. The Future of Machine Learning and Applied Artificial Intelligence",['Daniel Howard'],0,2,0.00,0
Kick Start Hadoop: Apache Pig: Getting started with Data Science on Hadoop,['Mario Meir-Huber'],0,1,3.67,3
ML Ops: Operationalizing Data Science,"['David Sweenor', 'Steven Hillion', 'Dan Rope']",0,1,4.00,1
Practical Data Science: A Guide to Building the Technology Stack for Turning Data Lakes Into Business Assets,['Andreas François Vermeulen'],0,1,0.00,0
Evidence-Based Climate Science: Data Opposing Cos Emissions as the Primary Source of Global Warming,['Don J. Easterbrook'],2011,3,0.00,0
Practical Data Science with Python 3: Synthesizing Actionable Insights from Data,['Ervin Varga'],0,2,0.00,0
Einführung in Machine Learning mit Python: Praxiswissen Data Science,"['Andreas C. Müller', 'Sarah Guido', 'Kristian Rother']",2015,12,4.34,339
Practical Data Science With Hadoop And Spark,"['Casey Stella,Douglas Eadline Mendelevitch']",0,1,4.00,2
"Learn RStudio IDE: Quick, Effective, and Productive Data Science",['Matthew Campbell'],0,2,5.00,1
"Machine Learning For Beginners: A Math Free Introduction for Business and Individuals to Machine Learning, Big Data, Data Science, and Neural Networks",['Konnor Cluster'],0,2,4.00,1
"Python Data Science: An Advanced Guide on How to Improve Your Programming, Coding and Data Analytics Skills",['Tony Hacking'],0,2,0.00,0
Cracking the Data Science Interview: 101+ Data Science Questions & Solutions,['Maverick Lin'],0,2,0.00,0
"It's All Analytics!: The Foundations of Al, Big Data and Data Science Landscape for Professionals in Healthcare, Business, and Government","['Scott Burk', 'Gary Miner']",0,2,0.00,0
R Data Science Essentials,"['Raja B. Koushik', 'Sharan Kumar Ravindran']",0,2,4.00,2
Hands-on DevOps: Explore the concept of continuous delivery and integrate it with data science concepts,['Sricharan Vadapalli'],0,2,0.00,0
"Big Data and Artificial Intelligence: Complete Guide to Data Science, AI, Big Data and Machine Learning.",['Hans Weber'],0,2,0.00,0
Summary: Data Science From Scratch,['Todd McGrath'],0,1,5.00,1
Bayesian Methodology: An overview with the help of R software: Tool for data science professionals (Machine Learning Book 3),['Editor IJSMI'],0,1,0.00,0
Python For Data Science: 3 Books in 1 - The Ultimate Beginners’ Guide & a Comprehensive Guide of Tips and Tricks & Advanced and Effective Strategies of Using Python Data Science Theories,['Ethan Williams'],0,1,0.00,0
"Korean With Kpop: Data Science based Korean Language Learning with the most frequent words, grammar and phrases in Kpop for beginners",['Ross Ellison'],0,1,0.00,0
